ID;RNT;NOMBRE COMERCIAL;TIPO;DIRECCION;LOCALIDAD;TELEFONO;E MAIL;PAGINA WEB;RANGO TARIFA;ZONA;ESTADO
227;5652;HOTEL MARÍA ISABEL BOGOTÁ;HOTEL;DG 33 BIS A 15 05;TEUSAQUILLO;2880399 -  - ;reservas@hotelmariaisabelbogota.com;www.hotelmariaisabelbogota.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
228;14343;SUITES EJECUTIVAS 57 INN;HOTEL;CL 57 18 25;TEUSAQUILLO;3458428 - 2490408 - ;ejecutivas57@hotelbogotainn.com;www.hotelbogotainn.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
229;8063;HOTEL GAVAN E.U.;HOTEL;AV CARACAS 51 39;CHAPINERO;2357990 -  - ;hotelgavan@gmail.com;www.hotelgavan.com;Menos de $ 60.000;No Pertenece a ZIT;
231;14344;SUITES INN GALERIAS;HOTEL;KR 23 53 A 43;TEUSAQUILLO;3101066 - 5414688 - 5403569;galerias@hotelbogotainn.com;www.hotelbogotainn.com;Entre $ 60.001 y $ 150.000;Campin;
232;4731;HOTEL SIAR;HOTEL;KR 25 52 16;TEUSAQUILLO;7008500 -  - ;hotelsiar@yahoo.es;www.hotelsiar.com;Entre $ 60.001 y $ 150.000;Campin;
233;17507;HOTEL PARKWAY;HOTEL;AK 24 39 B 32;TEUSAQUILLO;2885090 - 2885091 - ;hotelparkway@live.com;www.hotelparkway.com.co;Entre $ 60.001 y $ 150.000;Teusaquillo;
234;14456;HOTEL LORD GALERIAS;HOTEL;KR 27 A 53 20;TEUSAQUILLO;2488540 -  - ;hotel_lordgalerias@yahoo.com.ar;www.hotellordgalerias.com;Entre $ 60.001 y $ 150.000;Campin;
235;6805;HOTEL EL CAMPIN (MAICHEL E HIJOPS CIS S EN C);HOTEL;KR 25 52 35;TEUSAQUILLO;3491616 -  - ;reservas@hotelelcampin.com;comercial@hotelelcampin.com;Entre $ 150.001 y $ 350.000;Campin;
236;12563;HOTEL EL CONDADO PLAZA BOGOTÁ;HOTEL;DG 53 D 23 18;TEUSAQUILLO;2101102 - 2101105 - 3138611212;condadoplazahotel@hotmail.com;www.hotelelcondadoplaza.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
237;15069;HOTEL SUITE BOGOTÁ COLONIAL UNO;HOTEL;CL 24 C 44 35;TEUSAQUILLO;3682682 -  - ;suitebogotacolonial@gmail.com;NA;Entre $ 60.001 y $ 150.000;Quinta Paredes;
238;7990;HOTEL SAN RAFAEL;APARTA HOTEL;AC 24 43 A 49;TEUSAQUILLO;2686858 - 3142935020 - 3689341;hotelsanrafael10@gamil.com;NA;Menos de $ 150.000;Quinta Paredes;
239;14341;HOTEL SANTAFÉ REAL;HOTEL;AC 24 40 31;TEUSAQUILLO;3686817 -  - ;reservas@hotelsantafereal.com;www.hotelsantafereal.com;Entre $ 60.001 y $ 150.000;Quinta Paredes;
240;16143;EMBASSY PARK HOTEL;HOTEL;AC 24 44 A 79;TEUSAQUILLO;3691876 -  - ;reservas@hotelembassypark.com;www.hotelembassypark.com;Entre $ 150.001 y $ 350.000;Quinta Paredes;
241;6866;HOTEL ESTELAR DE LA FERIA;HOTEL;AC 24 43 A 85;TEUSAQUILLO;5978240 -  - ;reservas.hotelaferia@hotelesestelar.com;www.hotelesestelar.com;Entre $ 150.001 y $ 350.000;Quinta Paredes;
242;9042;VIAGGIO PARQUE 54 - INMOBILIRIARIA ROYAL S.A.S.;VIVIENDA TURÍSTICA;KR 4 54 24;CHAPINERO;7449999 -  - ;mercadeo@viaggio.com.co - reservas@viaggio.com.co;www.viaggio.com.co;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
243;9042;VIAGGIO COUNTRY - INMOBILIRIARIA ROYAL S.A.S.;VIVIENDA TURÍSTICA;KR 15 85 55;CHAPINERO;7449999 -  - ;mercadeo@viaggio.com.co;www.viaggio.com.co;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
244;9042;VIAGGIO SALLE - INMOBILIRIARIA ROYAL S.A.S.;VIVIENDA TURÍSTICA;CL 61 5 75;CHAPINERO;7449999 -  - ;mercadeo@viaggio.com.co;www.viaggio.com.co;Entre $ 150.001 y $ 350.000;Lourdes;
245;9042;VIAGGIO CENTRO FINANCIERO - INMOBILIRIARIA ROYAL S.A.S.;VIVIENDA TURÍSTICA;CL 62 3 A 50;CHAPINERO;7449999 -  - ;mercadeo@viaggio.com.co - reservas@viaggio.com.co;www.viaggio.com.co;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
246;9042;VIAGGIO STUDIOS - INMOBILIRIARIA ROYAL S.A.S.;VIVIENDA TURÍSTICA;CL 62 3 B 37;CHAPINERO;7449999 -  - ;mercadeo@viaggio.com.co;www.viaggio.com.co;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
247;11183;CASA HOTEL ZUETANA PI;HOTEL;CL 106 A 18 A 19;USAQUÉN;6206848 - 6208052 - ;reservas@zuetana.com.co;www.zuetana.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
251;4929;HOTEL ROSALES PLAZA;HOTEL;CL 71 A 5 47;CHAPINERO;3171100 - 3215917 - ;reservas@hotelrosalesplaza.com - mercadeo@hotelrosalesplaza.com;www.hotelrosalesplaza.com;Entre $ 150.001 y $ 350.000;Calle 72;
253;5538;HOTEL PARQUE 97 SUITES;HOTEL;CL 97 19 15;CHAPINERO;7444030 - 6917337 - ;reservas@hotelparque97.com;www.hotelparque97.com;Entre $ 150.001 y $ 350.000;Calle 100;
254;4088;SUITES REAL 97;APARTA HOTEL;CL 97 A 10 45;CHAPINERO;6109700 -  - ;real97@suitesreal.com;www.suitesreal.com;Más de $ 150.001;Calle 100;
255;40;HOTEL DE LA VILLE;HOTEL;CL 100 13 55;CHAPINERO;6500700 -  - ;ventas@hotelesdelaville.com.co;www.hotelesdelaville.com;Entre $ 150.001 y $ 350.000;Calle 100;
257;4873;HALIFAX;HOTEL;CL 93 15 93;CHAPINERO;6163098 -  - ;info@hotelhalifax.com.co;www.hotelhalifax.com.co;Entre $ 60.001 y $ 150.000;Parque 93;
258;3975;RICHMOND SUITES;HOTEL;CL 93 18 81;CHAPINERO;6235623 -  - ;reservas@richmondsuiteshotel.com;www.richmondsuiteshotel.com;Entre $ 150.001 y $ 350.000;Parque 93;
259;6876;HOTEL ESTELAR WINDSOR HOUSE;HOTEL;CL 95 9 97;CHAPINERO;6343630 -  - ;reservas.hwhouse@hotelesestelar.com;www.hotelesestelar.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
260;5496;HOTEL MARBORÉ;HOTEL;AV 19 96 25;CHAPINERO;6108409 - 2368644 - 6233088;reservas@hotelmarbore.com.co;www.hotelmarbore.comc.o;Entre $ 60.001 y $ 150.000;Calle 100;
261;19011;HOTEL VIRREY PARK;HOTEL;KR 15 87 94;CHAPINERO;2181625 - 2181606 - ;reservas@hotelvirreypark.com;www.hotelvirreypark.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
262;4734;HOTEL CHICO IMPERIAL SUITES;HOTEL;KR 19 C 91 63;CHAPINERO;6108003 -  - ;reservas@chicoimperialsuites.com.co;www.chicoimperial.com.co;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
263;12210;HOTEL LA FONT;HOTEL;KR 16 86 A 32;CHAPINERO;5938150 -  - ;hotel@lafont.com.co;www.lafont.com.co/hotel;Más de $ 350.001;No Pertenece a ZIT;
264;4089;SUITES REAL 85;APARTA HOTEL;KR 18 84 56;CHAPINERO;2180100 -  - ;suitesreal85@gmail.com;www.suitesreal.com;Más de $ 150.001;Country;
265;2226;HOTEL EXCELSIOR BOGOTÁ;HOTEL;KR 14 86 A 96;CHAPINERO;2184311 -  - ;reservas@hotelexcelsiorbogota.com;www.hotelexcelsiorbogota.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
266;3312;HOTEL BOHEME ROYAL;HOTEL;CL 82 12 35;CHAPINERO;6447100 - 6447132 - ;recepcionbh@bohemeroyal.com;www.hotelesroyal.com;Entre $ 150.001 y $ 350.000;Calle 82;
267;1076;HOTEL ANDINO ROYAL;HOTEL;CL 85 12 28;CHAPINERO;6513100 - 6515131 - ;ipena@andinoroyal.com - jsanabria@andinoroyal.com;www.hotelesroyal.com;Más de $ 350.001;No Pertenece a ZIT;
269;407;CROWNE PLAZA TEQUENDAMABOGOTÁ (HOTEL TEQUENDAMA);HOTEL;KR 10 26 21;SANTA FE;3820300 - 3822930 - 18000916565;reservas@sht.com.co;www.sht.com.co;Entre $ 150.001 y $ 350.000;Centro Internacional;
272;1423;SUITE LUGANO IMPERIAL & CIA LTDA.;HOTEL;CL 70 A 7 62;CHAPINERO;3131113 -  - ;reservas@lytoperadora.com;www.ltyoperadora.com;Entre $ 150.001 y $ 350.000;Calle 72;
273;120;HOTEL CASA MEDINA;HOTEL;KR 7 69 A 22;CHAPINERO;3120299 - 2170288 - ;info@hotelescharleston.com;www.hotelescharleston.com;Más de $ 350.001;Calle 72;
274;7412;EMAUS BOGOTÁ;HOTEL;KR 4 69 A 46;CHAPINERO;5442005 -  - ;gerencia@hotelemausbogota.com.co;www.hotelemausbogota.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
275;15690;HOTEL ABC 7 AVENIDA;HOTEL;KR 7 47 63;CHAPINERO;2856329 - 2872026 - 2872097;hotelabc7@hotmail.com;www.hotelabc7.com;Menos de $ 60.000;Chapinero Central;
277;23271;HOTEL LÉTOILE;HOTEL;KR 7 43 47;CHAPINERO;2878728 - 2876717 - ;recepcion.hotel6@gmail.com - reservas@grupotasaca.com;www.hotelesgrupotasaca.com;Entre $ 60.001 y $ 150.000;Chapinero Central;
278;2430;HOTEL PORTON BOGOTÁ;HOTEL;CL 84 7 65;CHAPINERO;6166611 -  - ;servicioalcliente@hotelportonbogota.com.co;www.hotelportonbogota.com.co;Más de $ 350.001;No Pertenece a ZIT;
279;3584;MORRISON HOTEL;HOTEL;CL 84 BIS 13 54;CHAPINERO;6223111 -  - ;morrisonhotel@morrisonhotel.com;www.morrisonhotel.com;Más de $ 350.001;Calle 82;
280;4262;HOTEL RETIRO 84;HOTEL;CL 84 9 95;CHAPINERO;6161501 -  - ;reservas@retiro84.com - amandas@retiro84.com;www.retiro84.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
282;14582;ROYAL PARK METROTEL;HOTEL;CL 74 13 27;CHAPINERO;3254445 -  - ;reservas@metrotelroyalpark.com - servicioalclienteml@metrotelroyalpark.com;www.metrotelroyalpark.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
283;4655;HOTEL CONFORT 80;HOTEL;KR 16 A 79 85;CHAPINERO;6101678 -  - ;operaciones@hotelesconfort80.com;www.hotelesconfort80.com;Entre $ 150.001 y $ 350.000;Country;
284;4752;HOTEL EMBASSY SUITES ROSALES BOGOTÁ BY HILTON;HOTEL;CL 70 6 22;CHAPINERO;3171313 -  - ;reservas@embassy-bogota.com.co - crm@embassy-bogota.com.co;www.embassysuites.com - www.hilton.com;Más de $ 350.001;Calle 72;
285;6277;HOTEL NACIÓN;HOTEL;KR 8 65 29 / KR 8 A 65 36;CHAPINERO;2480709 - 2555680 - ;hotelnacion@hotmail.com - contactenos@hotelesnacion.com;www.hotelesnacion.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
287;3314;HOTEL ESTELAR SUITE JONES - SURCURSAL CHAPINERO ALTO;HOTEL;CL 61 5 39;CHAPINERO;3468246 -  - ;www.hotelesestelar.com;NA;Entre $ 150.001 y $ 350.000;Lourdes;
288;4079;APARTASUITES LOURDES LIMITADA;HOTEL;CL 63 15 61;BARRIOS UNIDOS;3454301 - 3454305 - 3454306;reservas@hotellourdes.com;www.hotellourdes.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
289;15237;HOTEL LOURDES 62 ;APARTA HOTEL;CL 62 11 15;CHAPINERO;2175735 - 3106190271 - ;hotellourdesla62@hotmail.com;www.hotellourdes.amawebs.com;Menos de $ 150.000;Lourdes;
291;7759;HOTEL COLONIAL BOGOTÁ;HOTEL;AV CARACAS 56 63;CHAPINERO;2551398 - 3107462 - ;NA;NA;Menos de $ 60.000;No Pertenece a ZIT;
292;10158;HOTEL EL GRAN MARQUEZ;HOTEL;AV CARACAS 51 09 ;CHAPINERO;4814881 - 2354132 - ;reservas@hotelgranmarquez.com;www.hotelelgranmarquez.com;Menos de $ 60.000;No Pertenece a ZIT;
295;5543;HOTEL CENTRO INTERNACIONAL;HOTEL;KR 13 A 38 95;SANTA FE;2885566 -  - ;reservas@hotelcentrointernacional.com - contacto@hotelcentrointernacional.com;www.hotelcentrointernacional.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
296;2439;HOTEL COSMOS 100;HOTEL;CL 100 21 A 41;USAQUÉN;6464000 - 2571035 - ;cosmos100@cosmos100.com - reservas@hotelescosmos.com;www.cosmo100.com;Entre $ 150.001 y $ 350.000;Calle 100;
297;4792;HOTEL CASA DANN CARLTON;HOTEL;CL 94 19 71;CHAPINERO;6338777 -  - ;reservas.casadann@hotelesdann.com - servicioalcliente@hotelesdann.com;www.hotelesdann.com;Entre $ 150.001 y $ 350.000;Parque 93;
298;1119;HOTEL ESTELAR LA FONTANA;HOTEL;AC 127 15 A 10;USAQUÉN;6154400 -  - ;;www.hotelestelar.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
301;9042;VIAGGIO VIRREY - INMOBILIRIARIA ROYAL S.A.S.;VIVIENDA TURÍSTICA;KR 18 86 A 36;CHAPINERO;7449999 -  - ;mercadeo@viaggio.com.co;www.viaggio.com.co;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
302;9042;VIAGGIO DORMS (URBANO) - INMOBILIRIARIA ROYAL S.A.S.;VIVIENDA TURÍSTICA;TV 4 43 95;CHAPINERO;7449999 -  - ;mercadeo@viaggio.com.co;www.viaggio.com.co;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
304;12723;HOTEL EL VIAJERO INN;HOTEL;CL 18 8 57 ;SANTA FE;3422136 - 3347656 - ;hotelavis@gmail.com;NA;Menos de $ 60.000;Candelaria;
306;15515;HOTEL DIAMANTE INTERNACIONAL;HOTEL;AC 24 40 70;TEUSAQUILLO;2699550 -  - ;reservas@hoteldiamanteinternacional.com;www.hoteldiamanteinternacional.com;Entre $ 60.001 y $ 150.000;Quinta Paredes;
308;13109;CASA HOTEL LA ESTANCIA;HOTEL;KR 43 A 22 A 07;TEUSAQUILLO;2686475 - 5700043 - 2685510;reservas@casahotellaestancia.com;www.casahotellaestancia.com;Entre $ 60.001 y $ 150.000;Quinta Paredes;
309;11208;"HOTEL ARAGÓN ""EN SUCESIÓN""";HOTEL;KR 3 12 C 13;CANDELARIA;3425239 - 2848325 - ;hotelaragonbogota@hotmail.es;NA;Menos de $ 60.000;Candelaria;
311;7706;HOTEL SAN PAOLO DI TORINO;HOTEL;KR 9 9 69 ;CANDELARIA;3415729 - 5600456 - ;hotelciudadreal@hotmail.com;NA;Menos de $ 60.000;Candelaria;
312;29986;HOTEL LIMA;HOTEL;KR 4 16 65;SANTA FE;3348334 - 3419533 - 2437935;hotel.lima.bogota@gmail.com;www.hotellima.com;Menos de $ 60.000;Candelaria;
314;4598;HOTELES AMÉRICA;HOTEL;CL 66 8 23 TORRE A / CL 66 8 34 TORRE B ;CHAPINERO;2128110 -  - ;reservas@hotelesamerica.com.co;info@hotelesamerica.com.co;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
316;4619;HOTEL DORANTES;HOTEL;CL 12 B 5 07;SANTA FE;3346640 -  - ;informacion@hoteldorantes.com;www.hoteldorantes.com;Menos de $ 60.000;Candelaria;
1004;8745;APARTAMENTOS ESTELAR;HOTEL;CL 127 15 A 10;USAQUÉN;5769240 -  - ;huesped.lafontana@apartamentosestelar.com;www.hotelesestelar.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1008;10027;APARTA ESTUDIOS ANDINO LTDA.;APARTA HOTEL;KR 19 A 102 09;USAQUÉN;6220678 -  - ;reservas@apartaestudioslosandes.com;www.apartaestudioslosandre.com;Menos de $ 150.000;No Pertenece a ZIT;
1011;11840;APARTAMENTOS GALERIAS 51;APARTA HOTEL;KR 30 51 34;TEUSAQUILLO;2550180 - 2550160 - 2553959;galerias51@gmail.com;www.apartamentosgalerias.com;Menos de $ 150.000;No Pertenece a ZIT;
1013;12526;HOTEL HELICONIA SUITE;HOTEL;KR 9 7 29;CANDELARIA;2462027 -  - ;NA;NA;Menos de $ 60.000;Candelaria;
1014;13613;HOTEL MONTECARLO COLONIAL;HOTEL;CL 18 8 35;SANTA FE;3416114 - 2816103 - ;hotelmontecarlocolonial@hotmail.com;www.hotelmontecarlocolonial.com.co;Menos de $ 60.000;Candelaria;
1016;14195;HOTEL SUITE DE NORMANDIA;HOTEL;KR 71 A 50 39;ENGATIVÁ;2957925 - 2632737 - 3132930628;hotel.s.normandia@hotmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1017;14972;ROYAL EMBASSY HOTEL;HOTEL;CL 24 D 43 A 05;TEUSAQUILLO;2680102 - 5742462 - ;reservasroyalembassy@hotmail.com;NA;Entre $ 60.001 y $ 150.000;Quinta Paredes;
1020;15484;HOSTAL LA CANDELARIA BOGOTÁ;HOTEL;CL 12 F 2 38;CANDELARIA;6007559 - 2815724 - 3168880421;info@hostallacandelaria.com;www.hostallacandelaria.com;Menos de $ 60.000;Candelaria;
1030;17200;BLUE SUITES HOTEL;HOTEL;CL 93 17 48;CHAPINERO;7452222 - 7452223 - ;reservas@bluesuiteshotel.com;www.bluesuiteshotel.com;Entre $ 150.001 y $ 350.000;Parque 93;
1031;17326;APARTAHOTEL CASABLANCA BOGOTÁ;APARTA HOTEL;CL 55 6 31;CHAPINERO;2350081 -  - ;apartahotelcasablancabogota@hotmail.com;www.aparthahotelcasablanca.com;Menos de $ 150.000;No Pertenece a ZIT;
1032;17372;HOTEL ALPICAT;HOTEL;KR 9 58 07;CHAPINERO;2350084 -  - ;NA;NA;Menos de $ 60.000;No Pertenece a ZIT;
1034;17460;TEUSAQUILLO BOUTIQUE HOTEL;HOTEL;KR 18 A BIS 37 52;CHAPINERO;3405050 -  - ;servicioalcliente@santafeboutique.com;NA;Entre $ 60.001 y $ 150.000;Teusaquillo;
1036;17528;HMG SUITES 108;APARTA HOTEL;CL 108 16 05;USAQUÉN;6370319 -  - ;suites108@hotmail.com;www.suites108.com;Más de $ 150.001;No Pertenece a ZIT;
1037;17529;DESTINO NOMADA HOSTEL;HOTEL;CL 11 00 38;CANDELARIA;3520932 -  - ;contactus@destinonomada.com;www.destinonomada.com;Menos de $ 60.000;Candelaria;
1041;17572;HOSTAL VILLACANDELARIA;HOTEL;KR 3 12 D 93;CANDELARIA;2842348 - 3044739457 - ;villa.candelaria@hotmail.com - info@villacandelariahostel.com;www.villacandelariahostel.com;Menos de $ 60.000;Candelaria;
1042;17605;CASA HOTEL BOYACÁ REAL;HOTEL;KR 15 44 44;TEUSAQUILLO;4722421 - 2458982 - 32041555082;casahotelboyacareal@hotmail.com;www.hotelboyacareal.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1048;17857;APARTA ESTUDIOS CAMPIN INN;HOTEL;KR 24 61 D 37;TEUSAQUILLO;2480957 - 2128659 - 2482678;apartaestudioselcampin@gmail.com;www.hotelbogotainn.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1049;17882;USAQUÉN ART SUITES;APARTA HOTEL;KR 5 117 07;USAQUÉN;2142029 -  - ;usaquen@104artsuites.com;NA;Más de $ 150.001;Usaquen;
1051;18011;HOTEL EJECUTIVO EMBAJADOR - HOTEL EJECUTIVO EMBAJADA I;HOTEL;CL 24 B 44 A 22;TEUSAQUILLO;3682218 - 2687519 - ;hotel-ejecutivo-embajada@hotmail.com;www.hotelesejecutivobogota.com;Menos de $ 60.000;Quinta Paredes;
1052;18096;EL MARQUES DE SAN RAFAEL;HOTEL;KR 67 12 A 76;PUENTE ARANDA;2670138 - 3002571460 - ;dianacruz104@hotmail.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1054;18348;BALMORAL CASA Y HOSTAL;HOTEL;KR 17 A 125 10;USAQUÉN;5234443 - 5234442 - 6207318;casabalmoral@yahoo.es;www.casabalmoral.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1055;18367;HOLIDAY INN EXPRESS HOTEL;HOTEL;CL 94 11 A 12;CHAPINERO;6510000 -  - ;reservas@oxohotel.com;www.hiexpress.com;Entre $ 150.001 y $ 350.000;Parque 93;
1056;18428;HOTEL EMPORIUM;HOTEL;KR 33 25 A 04;TEUSAQUILLO;2680235 -  - ;reservas.hotelemporiumbogota@gmail.com;www.hotelemporiumbogota.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1057;18467;CROWNE PLAZA SUITES TEQUENDAMA BOGOTÁ (SUITES TEQUENDAMA);HOTEL;KR 10 27 51 INT 150;SANTA FE;3813700 - 3820300 - 3822930;reservas@sht.com.co - recepcion.ast@sht.comc.o;www.sht.com.co;Entre $ 60.001 y $ 150.000;Centro Internacional;
1059;18588;HOTEL CASA GALERIA;APARTA HOTEL;KR 2 12 B 62;CANDELARIA;3425225 - 3153362999 - ;info@hotelcasagaleria.com;www.hotelcasagaleria.com;Menos de $ 150.000;Candelaria;
1060;18662;HOTEL CASA DECO;HOTEL;CL 12 C 2 36;CANDELARIA;2837032 - 2827640 - 2837262;reservas@hotelcasadeco.com;www.hotelcasadeco.com;Entre $ 150.001 y $ 350.000;Candelaria;
1061;18690;HOTEL MARRIOT;HOTEL;AC 26 69 B 53;FONTIBON;4851111 -  - ;reservas@marriot.com;www.marriott.com;Más de $ 350.001;Ciudad Salitre;
1067;18773;SUITES 109;APARTA HOTEL;CL 109 A 17 52;USAQUÉN;5200602 -  - ;administracion@suites109.com;www.suites109.com;Más de $ 150.001;No Pertenece a ZIT;
1068;18856;HOTEL NORMANDIA (APARTASUITENORMANDIA);HOTEL;AV BOYACÁ 51 08;ENGATIVÁ;4048181 -  - ;hotelnormandia15@hotmail.com;www.apartasuitenormandia.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1069;18892;ZUETANA MALIBU;HOTEL;CL 119 50 15;SUBA;7035086 - 8052052 - ;fmunera@zuetana.com;www.zuetana.co;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1070;18893;APARTAESTUDIOS KAFIR;APARTA HOTEL;CL 25 B 36 28;TEUSAQUILLO;2447143 - 2447143 - ;info@alojamientoenbogota.com;www.alojamientoenbogota.com;Menos de $ 150.000;Quinta Paredes;
1073;19010;HOTEL BOGOTÁ VIRREY;HOTEL;KR 15 87 06;CHAPINERO;2568826 - 2183949 - ;reservas@hotelbogotavirrey.com;www.hotelbogotavirrey.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1075;19161;HOTEL LAGUNA 24;HOTEL;CL 24 B 44 A 59;TEUSAQUILLO;2688163 - 5705550 - ;hotellaguna24@yahoo.com;www.hotelescercaalaembajada.com;Menos de $ 60.000;Quinta Paredes;
1077;19336;HOTEL MS OCEANIA;HOTEL;KR 13 24 A 48;SANTA FE;2842100 -  - ;reservasoceania@hotelesms.com;www.hotelesms.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1079;19498;CITE HOTEL;HOTEL;KR 15 88 10;CHAPINERO;6467777 -  - ;reservas@citehotel.com;www.citehotel.com;Más de $ 350.001;No Pertenece a ZIT;
1081;19576;CASA AURA MARÍA;HOTEL;KR 39 25 81;TEUSAQUILLO;3680448 - 3112100803 - ;hotel.casaauramaria@live.com;NA;Menos de $ 60.000;No Pertenece a ZIT;
1083;19732;NICO APARTASUITES;VIVIENDA TURÍSTICA;CL 68 4 62;CHAPINERO;7435348 -  - ;nicoapartamentos@gmail.com  - reservas@hotelesnico.com;www.hotelesnico.com;Entre $ 150.001 y $ 350.000;No Pertenece a ZIT;
1084;17500;HOTEL CASA  NORMANDIA;HOTEL;KR 71 B 53 35;ENGATIVÁ;2632522 - 2952132 - ;reservas@hotelcasanormandia.com;www.hotelcasanormandia.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1085;31116;HOTEL PALERMO PLAZA;HOTEL;KR 19 45 A 28;TEUSAQUILLO;7512946 - 3406224 - ;hotelpalermoplaza@yahoo.com - - hotelpalermoplaza@hotmail.com;www.hotelpalermoplaza.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1086;20082;HOTEL CASTELLANA INN;HOTEL;CL 94 BIS 49 A 18;BARRIOS UNIDOS;2364048 - 6105732 - 2365475;suiteslacastellana@gmail.com;www.hotelbogotainn.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1087;20129;CASA BOUTIQUE POLO INN;HOTEL;AUT. NORTE 83 59;CHAPINERO;2366003 - 2365706 - 5340790;poloinn@gmail.com;www.hotelbogotainn.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1088;20155;CASA COLONIAL INN;HOTEL;CL 57 18 26;TEUSAQUILLO;2490575 - 5486176 - 5486181;casacolonial@hotelbogotainn.com;www.hotelbogotainn.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1089;20271;HOTEL CLASSIC;HOTEL;CL 25 A 38 A 22;TEUSAQUILLO;5703420 -  - ;contacto@hotelclassic.com.co;www.hotelclasic.com.co;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1091;20295;HOTEL SPLENDOR;HOTEL;AC 24 40 46;TEUSAQUILLO;2447890 -  - ;reservas@hotelsplendorbogota.com;www.hotelsplendorbogota.com;Entre $ 150.001 y $ 350.000;Quinta Paredes;
1092;20311;HOTELES BRISAS DEL OASIS ;HOTEL;CL 66 11 77;CHAPINERO;5410980 - 4763705 - ;hotelbrisasdeloasis.bogota@gmail.com;www.hotelbrisasdeloasis.com;Menos de $ 60.000;No Pertenece a ZIT;
1093;20353;HOTEL SAN NICOLAS BOGOTÁ;HOTEL;CL 38 29 12;TEUSAQUILLO;3681075 - 7504209 - ;hotelsannicolasbogota@hotmail.com;www.hotelsannicolasbogota.net;Menos de $ 60.000;No Pertenece a ZIT;
1094;29829;MARTINIK HOSTEL;HOSTAL;KR 4 11 88;CANDELARIA;2833180 -  - ;info@hostalmartinik.com;www.hostalmartinik.com;Menos de $ 60.000;Candelaria;
1095;20447;A BOGOTÁ ON HOLIDAYS;HOSTAL;CL 51 A 74 20;ENGATIVÁ;7575121 - 3213004741 - ;abogotaonholidays@hotmail.com;www.abogotaonholidays.com;Entre $ 60.001 y $ 150.000;No Pertenece a ZIT;
1096;20481;HOSTAL COLONIAL LA QUINTA;HOSTAL;CL 12 B BIS 1 23;CANDELARIA;2847696 -  - ;info@hostal-laquinta.com;www.hostal-laquinta.com;Menos de $ 60.000;Candelaria;
1097;20484;HOTEL BH PARQUE 93;HOTEL;KR 14 93 A 69;CHAPINERO;7432820 -  - ;reservasoc@bhhoteles.com;www.bhhoteles.com;Entre $ 150.001 y $ 350.000;Parque 93;
1098;20493;CONTINENTAL ALL SUITES HOTEL;VIVIENDA TURÍSTICA;AV JIMÉNEZ 4 16;CANDELARIA;6063000 -  - ;conserje@hotelcontinentalbogota.com.co;www.hotelcontinentalbogota.com.co;Entre $ 150.001 y $ 350.000;Candelaria;
1099;20507;TIVOLI SUITES;APARTA HOTEL;KR 17 109 A 67;USAQUÉN;6370411 -  - ;reservas@ltyoperadora.com;www.trivolisuites.com;Más de $ 150.001;No Pertenece a ZIT;
