LATITUD;LONGITUD;IDENTIFICADOR;NOMBRE PARADERO;VIA PARADERO;DIRECCION PARADERO
4.693406724;-74.090947994;062A04;AC 80;Av. Boyacá;Av. Boyacá - Cl 78
4.694020730;-74.090988992;107A04;Br. Santa María;Av Boyacá;Av. Boyacá - Cl 77A
4.696003732;-74.088040886;106A04;Makro Cl 80;Av Boyacá;Av. Boyacá - AC 80
4.696219724;-74.085957816;211A03;Makro Cl 80;Av. Boyacá;Av. Boyacá - Cl 92
4.705506868;-74.099161204;111A04;Br. Los Cerezos;Av. Ciudad de Cali;Av. Ciudad de Cali - Cl 82A B
4.705981869;-74.098423177;008A04;Br. La Española;AK 86;AK 86 - Dg 84A
4.707718895;-74.100754245;250A04;Br. Quirigua oriental;Kr 89A;Kr 89A - Dg 83C
4.710805921;-74.100673227;218A04;IED Simón Bolívar;Kr 92;Kr 92 - Cl 86A
4.712667924;-74.097925128;066A04;IED José Asunción Silva;Kr 91;Kr 91 - AC 90
4.708165878;-74.096583106;112A04;Br. Los Cerezos;Av. Ciudad de Cali;Av. Ciudad de Cali - Cl 87
4.708878880;-74.095559069;009A04;Br. La Serena;AK 86;AK 86 - AC 90
4.710146887;-74.094811039;027A04;Br. Los Cerezos;AC 90;AC 90 - Kr 86
4.712132914;-74.096854096;130A04;Uniminuto;AC 90;AC 90 - Kr 87
4.712693920;-74.097205105;030A04;Br. Los Cerezos;AC 90;AC 90 - Kr 91
4.711760908;-74.096251078;088A04;Br. Los Cerezos;AC 90;AC 90 - Kr 87B
4.650904329;-74.084404985;002A05;Br. Nicolás de Federmán Cl 59;AK 50;AK 50 - Cl 59
4.651577335;-74.084545986;001A05;Br Pablo VI Norte;AK 50;AK 50 - Cl 59
4.652241338;-74.083940963;197A05;Br. Nicolás de Federmán Cl 62;AK 50;AK 50 - Cl 62
4.654251360;-74.085032989;154A05;Palacio de los Deportes;AC 63;AC 63 - Tv  59A
4.652637327;-74.080978864;156A05;Pq. de los Novios;AC 63;AC 63 - Kr 45
4.652406325;-74.080930864;157A05;Pq. de los Novios;AC 63;AC 63 - Kr 36A
4.665817425;-74.077998703;187A05;Hsp. Infantil San José;AC 68;AC 68 - Kr 52
4.665943425;-74.077762695;012A04;Hsp infantil San José;AC 68;AC 68 - Kr 52
4.651737295;-74.075877702;019A00;IED Alemania Solidaria;AC 63;AC 63 - Kr 28
4.652891303;-74.075677690;573A00;Defensa Civil Benjamín Herrera;Kr 28;Kr 28 - Cl 63A
4.651293284;-74.074472658;018A00;Col Nuestra Señora del Pilar;AC 63;AC 63 - Kr 27
4.651478284;-74.074075644;017A00;Br. Quinta Mútis;AC 63;AC 63 - Kr 26
4.655554325;-74.075352666;575A00;Br. Benjamín Herrera;Kr 28;Kr 28 - Cl 63D
4.650500267;-74.072339592;397A00;N/A;N/A;-
4.651074270;-74.071962577;016A00;Br. Muequetá;AC 63;AC 63 - Kr 24
4.651307273;-74.072221584;340A00;Br. Muequetá;AK 24;AK 24 - Cl 63 - 76
4.650741265;-74.071487563;324A00;CENDA;AC 63;AC 63 - Kr 22
4.652384283;-74.072332583;339A00;Br. Quinta Mútis;AK 24;AK 24 - Cl 63A
4.654156295;-74.071743555;338A00;Br. Muequetá;AK 24;AK 24 - Cl 63C - 74
4.650560252;-74.069120486;015A00;Av. Calle 63;AC 63;AC 63 - Kr 19
4.650248247;-74.068652472;325A00;Br. San Luis;AC 63;AC 63 - Kr 18
4.653158274;-74.069086473;619A00;Br. Baquero;Kr 19;Kr 19A - Cl 63C
4.654527299;-74.071955560;337A00;Br. Quinta Mútis;AK 24;AK 24 - Cl 63C
4.656880314;-74.070899514;021A00;Pl. 7 de Agosto;AK 24;AK 24 - Cl 66 - 46
4.657784324;-74.071398526;151A00;Almacenes Tía;Cl 66;Cl 66 - Kr 25
4.656133300;-74.069360467;192A00;Br. Rafael Uribe;Cl 66;Cl 66 - Kr 21
4.657674320;-74.070592500;020A00;Br. Siete de Agosto;AK 24;AK 24 - Cl 66
4.660233363;-74.075074634;149A00;IED Alemania Solidaria Sede C;Cl 66;Cl 66 - Kr 28B
4.659151350;-74.074269613;577A00;Br. La Paz;Kr 28;Kr 28 - Cl 65
4.660336360;-74.074339610;578A00;Br. Alcázares;Kr 28 A;Kr 28 A - Cr 66
4.659384349;-74.073720594;150A00;Colegio Marillac;Cl 66;Cl 66 - Kr 27 B
4.660921359;-74.073058565;579A00;Colegio Marillac;Kr 28;Kr 28 - Cl 67
4.662066372;-74.073602577;330A00;Cementerio Chapinero;AC 68;AC 68 - Kr 28B
4.659570334;-74.070186478;328A00;Br. Alcázares;AC 68;AC 68 - Kr 25
4.658665323;-74.069650465;117A00;C.C. Las Rampas;AK 24;AK 24 - CL 67 - 40
4.659616330;-74.069407452;336A00;Br. Los Alcázares;AK 24;AK 24 - AC 68
4.662637372;-74.072691545;580A00;Br. Alcázares;Kr 28 A;Kr 28 A - Cr 68
4.665383386;-74.070711467;581A00;Br. Alcázares;Kr 28 A;Kr 28 A - Cl 71 B
4.666277398;-74.071588491;006A00;Monumento Rafael Uribe;Cl 72;Cl 72 - Kr 29
4.666546399;-74.071462486;095A00;Sede Comunal  11 de noviembre;AC 72;AC 72 - Kr 29
4.664063365;-74.068663406;003A00;Pq. Alcázares;Cl 72;Cl 72 - Kr 27
4.664686378;-74.070418461;582A00;Arquidiócesis zona pastoral;Kr 28;Kr 28 - Cl 71B
4.665351384;-74.070407457;005A00;Br. Alcázares;Cl 72;Cl 72 - Kr 28 - 29
4.665579385;-74.070229450;004A00;Av. Chile;AC 72;AC 72 - Kr 28
4.673085520;-74.084814891;349A05;JOSE JOAQUIN VARGAS;CARREA 65;Kr 65 - cl 67D)
4.674736531;-74.084075859;184A05;C.C. Mi Placita;AC 68;AC 68 - Kr 65A
4.673629517;-74.083102833;120A04;Colegio Cooperativo Unión Soci;AC 68;AC 68 - Kr 64
4.672257501;-74.082419817;185A05;IED Centro Obrero;AC 68;AC 68 - Kr 62
4.670932485;-74.081283786;121A04;Av. la Esmeralda;AC 68;AC 68 - Kr 59
4.673786510;-74.081441777;127A04;CED. Av. Chile;AC 72;AC 72 - Kr 70 C
4.673954510;-74.081230770;119A04;Br. San Fernando Occidental;AC 72;AC 72 - AK 62
4.668258452;-74.079355736;013A04;Pq. Público Modelo;AC 68;AC 68 - Kr 56B
4.668724459;-74.079979754;186A05;Pq. Público Modelo;AC 68;AC 68 - Kr 57
4.673269495;-74.079242708;225A04;Hsp Chapinero;KR 60;Kr 60 - CL 72A
4.671507476;-74.078431690;129A04;Parque Público San Fernando;AC 72;AC 72 - Kr 57 A
4.671968480;-74.078586693;073A04;Parroquia San Fernando Rey;AC 72;AC 72 - Kr 57B
4.676197547;-74.084834877;128A04;AK 68;AC 68;AC 68 - Kr 65B
4.675005529;-74.083339834;226A04;Ballistic Tecnology;Kr 65;Kr 65 - AC 72
4.678851570;-74.084983869;015A04;Pq Metropolis;AK  68;AK 68- Cl 74 A
4.675398527;-74.082063790;227A04;Liceo Nuestra Señora de Fátima;Kr 64;Kr 64 - Cl 72 A
4.679542575;-74.084798859;102A04;Pq Metropolis;AK 68;AK 68 - AC 68
4.681015577;-74.082480776;103A04;CC Metropolis;AK 68;AK 68 - Cl 75A
4.681433580;-74.082402772;104A04;CC Metropolis;AK 68;AK 68 - CL 76A
4.677671538;-74.080321722;261A04;IED Tomas Carrasquilla;Kr 64;Kr 64 - Cl 75B
4.675549506;-74.077508640;307A04;Br. La libertad;KR 60;Kr 60 - CL 75B
4.677278522;-74.077729639;228A04;Colegio San Mateo;Kr 62;Kr 62 - Cl 78
4.669500446;-74.075829614;074A04;Br. San Fernando;AC 72;AC 72 - Kr 53
4.669296441;-74.075136593;003A04;Br. Doce de octubre;AC 72;AC 72 - Kr 52
4.673319474;-74.074899566;305A04;Cl 75;Kr 55A;Kr 55A - Cl 75
4.675010488;-74.074760553;163A04;Br. Jorge Eliecer Gaitan;CL 78;CL 78 - Kr 55B
4.651399250;-74.067275422;101A00;Br. La Esperanza;Kr 17;Kr 17 - Cl 63C
4.654171271;-74.066792393;193A00;Br. La Esperanza;Kr 17;Kr 17 - Cl 66
4.654641277;-74.067054399;152A00;Kr 17;Cl 66;Cl 66 - Kr 17
4.656400291;-74.066893385;618A00;Br. Rafael Uribe;Kr 19;Kr 19 - Cl 67
4.656787291;-74.066209361;327A00;Colegio San Pedro Nolasco;AC 68;AC 68 - Kr 17
4.658289301;-74.065652335;617A00;Br. Colombia;Kr 19;Kr 19 -  Cl 70
4.656714286;-74.065337333;355A00;Br. Concepción Norte;Kr 17;Kr 17 - AC 68
4.651331230;-74.063246290;230A00;Centro Cosmos 64;AK 13;AK 13 - Cl 64
4.653260253;-74.064540323;153A00;Av. Caracas;Cl 66;Cl 66 - Kr 14
4.651523226;-74.062052250;047A00;Clínica del Niño;AK 11;AK 11 - CL 65
4.652142232;-74.062233253;650A00;SENA;Cl 66;Cl 66 - Kr 11
4.653101235;-74.061285218;229A00;Clínica del niño;AK 11;AK 11 - Cl 67
4.655397268;-74.063884292;326A00;Av. Caracas;Av. Cl 68;AC 68 - Kr 14A
4.654615245;-74.060557186;228A00;Br. Quinta Camacho;AK 11;AK 11 - Cl 69
4.658383278;-74.060809177;395A00;Estación Calle 72;Av. Chile;AC 72 - Kr 13
4.662024343;-74.067879390;393A00;CAI Alcázares;AK 24;AK 24 - Cl 71
4.662460344;-74.067325370;399B00;Br. Colombia;AK 24;AK 24 - AC 72
4.662460344;-74.067325370;399A00;Br. Colombia;AK 24;AK 24 - AC 72
4.662171336;-74.066102331;050A00;Br. Colombia Kr 22;Av. Chile;AC 72 - Kr 22
4.662377337;-74.065938325;002A00;Br. San Felipe;Av. Chile;AC 72 - Kr 22
4.664275366;-74.068524401;051A00;Iglesia Siervas de María;AC 72;AC 72 - Kr 27A
4.663419351;-74.067006355;335A00;Br. Alcázares Norte;AK 24;AK 24 - AC 72
4.665765374;-74.067612364;583A00;Br. Alcázares Norte;Cl 74;Cl 74 - Kr 27
4.665519363;-74.065681302;332A00;Br. La Aurora;AK 24;AK 24 - Cl 74A
4.659834303;-74.063405254;100A00;Br. Concepción Norte;Kr 17;Kr 17 - AC 72
4.660374308;-74.063458254;317A00;Br. Colombia Kr 17;Av. Chile;AC 72 - Kr 17
4.660081301;-74.062621228;313A00;Br. San Felipe;Av. Chile;AC 72 - Kr 17
4.658823282;-74.060878177;398A00;Estación Cl 72;Av. Chile;AC 72 - AK 15
4.661715313;-74.062190206;099A00;Br. San Felipe;Kr 20A;Kr 20A - Cl 74
4.651300209;-74.058966150;584A00;Cámara de Comercio Cl 67;Cl 67;Cl 67 - Kr 8
4.652039217;-74.059386161;279A00;Cl 67;Kr  9;Kr 9 - Cl 67
4.656660255;-74.059166131;227A00;Clínica de Traumatología y Ort;AK 11;AK 11 - Cl 71
4.657240260;-74.059052125;319A00;Br. Quinta Camacho;Av. Chile;AC 72 -Kr 11
4.657705265;-74.059338132;314A00;U Pedagógica Nacional;Av. Chile;AC 72 - Kr 11
4.654334230;-74.057953103;280A00;Br Quinta Camacho;Kr  9;Kr 9 - Cl 70
4.656462248;-74.057995094;320A00;Br. Quinta Camacho;Av. Chile;AC 72 - Kr 10
4.656894252;-74.058009092;315A00;Centro Comercial Av Chile;Cl 72;AC 72 - KR 10
4.657814261;-74.058383100;226A00;U Pedagógica Nacional;AK 11;AK 11 - Cl 72
4.655725234;-74.056302042;316A00;Kr 8;AC 72;AC 72 - Kr 8
4.655661226;-74.054905997;049A00;Capilla Nuestra Señora del Pil;Av. Chile;AK 7 - CL 72 Bis
4.657262236;-74.054081962;367A00;Cl 74;AK 7;AK 7 - Cl 74
4.657311235;-74.053753951;368A00;Br. Bellavista;AK 7;AK 7 - Cl 74
4.661486300;-74.059874131;300A00;U Sergio Arboleda;AK 15;AK 15 - Cl 75
4.662465305;-74.059191104;301A00;Br. Porciúncula;AK 15;AK 15 - Cl 76
4.659666271;-74.057160051;225A00;Br. La Porciúncula;AK 11;AK 11 - Cl 74
4.661733289;-74.057112039;298A00;Embajada de Paz de Colombia;Cl 76;Cl 76 - Kr 12
4.664950319;-74.057804047;302A00;C.C. Unilago;AK 15;AK 15 - Cl 79
4.665973325;-74.057224023;303A00;C.C. Atlantis Plaza;AK 15;AK 15 - Cl 80
4.660023259;-74.054021947;106A00;Gimnasio Moderno;Kr 9;Kr 9 - Cl 76
4.659085243;-74.052323896;366A00;Pq el Nogal;AK 7;AK 7 - Cl 76
4.661790269;-74.052866900;107A00;Br. El Nogal;Kr 9;Kr 9 - Cl 79
4.664016294;-74.054229934;224A00;Br. Espartillal;AK 11;AK 11 - Cl 79
4.666279306;-74.052629871;223A00;C.C. Andino;AK 11;AK 11 - AC 82
4.667280390;-74.068269378;587A00;Br. La Aurora;Kr 28;Kr 28 - Cl 75
4.669978402;-74.065976290;588A00;ITD Fundación Juventud;Kr 28;Kr 28 - Cl 79
4.670408399;-74.064694246;169A00;Estación El Polo;Cl 80;AC 80 - Kr 27
4.667754374;-74.064214243;331A00;Br. Juan XXIII;AK 24;AK 24 - Cl 77
4.675754459;-74.067482311;400A00;Estación San Martín;AK 50;Ak 50 - Cl 85A
4.677346469;-74.066738279;212A03;Estación San Martín;AK 50;AK 50 - CL 86 B
4.681573494;-74.064594188;528A03;Estación Rionegro;Kr 57;Kr 57 - Cl 93
4.680869486;-74.064230180;401A00;Br. La Castellana;AK 50;Ak 50 - Cl 93
4.668719342;-74.055773962;304A00;Cli del Country;AK 15;AK 15 - Cl 84 Bis
4.670576353;-74.054879924;305A00;C.C. Artelana;AK 15;AK 15 - Cl 86A
4.667635317;-74.052682866;295A00;C.C. Andino;AC 82;AC 82 - Kr 12
4.672786367;-74.053832879;306A00;Pq. El Virrey;AK 15;AK 15 - Cl 87
4.674116375;-74.053164850;307A00;CADE Chicó;AK 15;AK 15 - Cl 90
4.675163381;-74.052549825;308A00;C.C. La Plazuela;AK 15;AK 15 - Cl 91
4.683237585;-74.080237692;105A04;Éxito Cl 80;AK 68;AK 68 - Cl 80
4.683014581;-74.079891682;001A04;AC 80;AK  68;AK 68 - Cl 79 D
4.684553588;-74.078501629;176A03;AC 80;AK 68;AK 68 - AC 80
4.684466585;-74.078057615;209A03;Br Entre Ríos;AK 68;AK 68 - Cl 81 Bis
4.697235717;-74.082725706;084A03;Pq. Central Pontevedra;Av. Boyacá;Av. Boyacá - Cl 97
4.697559721;-74.082952712;083A03;Club los Lagartos;Av. Boyacá;Av. Boyacá - Cl 96A
4.687233595;-74.075291511;175A03;Cafam la Floresta;AK 68;AK 68 - CL 95
4.687258591;-74.074548486;210A03;Cafam la Floresta;AK 68;AK 68 - CL 98
4.688281597;-74.073904460;174A03;Br los Andes Cl 98;AK 68;Kr 68 - Cl 98
4.686918563;-74.069309317;540A03;N/A;Cl 97;Cl 97 - Kr 63
4.688945592;-74.071777388;170A03;Br los Andes;AC  100;AC  100 - Kr 66
4.689525595;-74.071370371;001A03;Br Julio Florez Kr 66;AC  100;AC 100 - Kr 66 A
4.687841571;-74.069332313;541A03;N/A;Kr 64;Kr 64 - cl 97
4.689476583;-74.068922292;171A03;Kr 64;AC  100;AC  100 - Kr 64
4.700781742;-74.081697655;200A03;Club los Lagartos;Av. Boyacá;Av. Boyacá - AC116
4.705728785;-74.081700631;014A03;Br. Niza S;Av. Boyacá;Av. Boyacá - Cl 119
4.702302751;-74.080899621;201A03;Av. Pepe Sierra;Av. Boyacá;Av. Boyacá - Cl 116A
4.709205809;-74.080589577;003A03;Pq. Alto de los Lagartos;Av. Boyacá;Av. Boyacá - Cl 127
4.709044806;-74.080352570;004A03;Pq. Alto de los lagartos;Av. Boyacá;Av. Boyacá - Cl 127
4.710165810;-74.079036522;187A03;Av. Boyacá;Av. Cl 127;AC 127 - Av. Boyacá
4.709838803;-74.078357501;188A03;Clínica Juan N Corpas;AC  127;AC 127 - Kr 71B
4.711603820;-74.078735505;002A03;Niza Norte;Av. Boyacá;Av. Boyacá - Cl 127 A
4.711687823;-74.079059515;166A03;Br Calatrava;Av. Boyacá;Av. Boyacá - Cl 127A Bis
4.710556800;-74.076490437;185A03;Br Niza Norte;Av. Cl 127;AC 127 - Kr 71
4.710233794;-74.075718413;186A03;Kr 70G;Av. Cl 127;AC 127 - Kr 70G
4.710624785;-74.073186328;184A03;C. C. Niza;Av. Cl 127;AC 127 - Kr 60
4.711056790;-74.073550338;183A03;C. C. Niza;Av. Cl 127;AC 127 - Kr  60
4.715740843;-74.076100399;016A03;Montessori British School;Av. Boyacá;Av. Boyacá - Cl 128
4.710913777;-74.071096258;077A02;CC Bulevar Niza;Cl 127;AC 127 - Av. Suba
4.711445782;-74.071134257;007A02;C. C. Bulevar Niza;Cl 127;AC 127 - Av. Suba
4.711203771;-74.069453203;148A02;Br. El Batán;AC 127;AC 127 - Kr 57
4.711420773;-74.069416201;078A02;Hacienda Córdoba Niza VIII;AC 127;AC 127 - Kr 58
4.712631789;-74.070487230;038A02;C.C. Bulevar Niza;AK 58;AK 58 - Cl 127
4.712613787;-74.070178220;039A02;C.C. Bulevar Niza;AK 58;AK 58 - Cl 127D
4.685529533;-74.065525200;526A03;IED Domingo Faustino Sarmiento;Cl 97;Cl 97 - Kr 60
4.685341529;-74.065086186;527A03;IED Domingo Faustino Sarmiento;Cl 97;Cl 97 - Kr 58
4.689862581;-74.067947258;173A03;Br Andes Norte;AC  100;AC  100 - Kr 63
4.691115590;-74.067534238;542A03;Br. Los Andes Norte;Kr 64;Kr 64 - Cl 103
4.689023564;-74.065905195;165A03;Estación Suba Cl 100;AC  100;AC 100 - Kr 60
4.689601572;-74.066550213;172A03;Pq. Andes Norte;AC 100;AC 100 - Kr 61
4.688566552;-74.064169140;001A00;C. C. Iserra 100;AC  100;AC 100 - 54
4.688941554;-74.063936131;136A02;C.C. Iserra 100;AC 100;AC 100 - Tv  55
4.689836556;-74.062813090;054A02;Br. Pasadena;Kr 53;Kr 53 - CL 102
4.693395605;-74.066605197;174A02;C.C. Puente Largo;Cl 106;Cl 106 - Tv  59
4.692423578;-74.062761076;056A02;Br. Puente Largo;Kr 53;Kr 53 - CL 103B
4.694643602;-74.063879101;268A02;Br. Puente Largo;Cl 106;Cl 106 - Kr 54
4.694665598;-74.063026073;176A02;Br Puente Largo;Cl 106;Cl 106 - Kr 53
4.695420602;-74.062518053;059A02;Br. Pasadena;Kr 53;Kr 53 - Cl 107
4.696303611;-74.062787058;058A02;Br. Puente Largo;Kr 53;Kr 53 - CL 107
4.699197635;-74.062582037;060A02;Br. Mónaco;Kr 53;Kr 53 - CL 114
4.687916527;-74.060161012;093A02;Kr 48;AC 100;AC 100 - Kr 47A
4.687310519;-74.059589997;211A00;Br la Castellana;AC 100;AC 100 - Kr 45
4.686212487;-74.054952850;167A00;Autopista Norte;AC 100;AC 100 - TV 21
4.686570488;-74.054625838;122A01;Autopista Norte;Cl 100;AC 100 - Kr 21
4.684474460;-74.052431776;292A00;Cl 97;AK19;AK19 - Cl 97-05
4.686272477;-74.052905783;242A01;Kr 19A;AC  100;AC 100 - Kr 19A
4.701259667;-74.065530123;143A02;CAI Alhambra;AC 116;AC 116 - Kr 54B
4.702691684;-74.066399145;044A02;Br. El Batán;AK 55;AK 55 - AC 116
4.703933690;-74.065512110;042A02;Br. El Batán;AK 55;AK 55 - Cl 119
4.703687687;-74.065282103;043A02;Br. Mónaco;AK 55;AK 55 - Cl 119
4.707467716;-74.064767068;040A02;Pq. Cordobá;AK 55;AK 55 - Cl 142A
4.700815653;-74.063485058;141A02;Br. Mónaco;AC 116;AC 116 - Kr 53
4.701033655;-74.063377054;140A02;Br. Mónaco;Kr 53;AC 116 - Kr 53B
4.699684637;-74.062196022;061A02;Br. Mónaco;Kr 53;Kr 53 - Cl 115
4.707445715;-74.064482059;041A02;Br. El Batán;AK 55;AK 55 - AC 127
4.711040764;-74.068210163;150A02;Hacienda Córdoba Niza VIII;AC 127;AC 127 - Kr 57A
4.709667741;-74.065971097;151A02;Br. El Batán;AC 127;AC 127 - Kr 56A
4.709956743;-74.065907093;006A02;Br. Prado Veraniego;AC 127;AC 127 - Kr 56B
4.708139714;-74.063023008;138A02;Pq Córdoba;AC  127;AC 127 - Kr 54
4.708900720;-74.063035004;147A02;Pr Córdoba;AC  127;AC 127 - Kr 54A
4.708129701;-74.060502925;146A02;Br Prado Veraniego;AC  127;AC 127 - Kr 51A
4.707540694;-74.060125916;144A02;Kr 51A;AC  127;AC 127 - Kr 51A
4.706872669;-74.056194790;145A02;Auto Norte;AC  127;AC 127 - Kr 46
4.707387673;-74.056044783;092A02;Auto Norte;Av. Cl 127;AC 127 - Kr 46
4.659862248;-74.051967880;365A00;Embajada de Italia;AK 7;AK 7 - Cl 77
4.663536278;-74.051796857;318A00;Br. El Nogal;Kr 9;Kr 9 - Cl 81
4.665626291;-74.050867816;294A00;Br. El Retiro;AC 82;AC 82 - Kr 9
4.662537256;-74.048975769;041A00;Embajada del Perú;AK 7;AK 7 - Cl 81
4.663741262;-74.048213739;364A00;Cl 83;AK 7;AK 7 - Cl 83
4.664651261;-74.046333673;599A00;Cl 85;Kr  5;Kr 5 - Cl 85
4.664970263;-74.046155665;598A00;Cl 86;Kr  5;Kr 5 - Cl 86
4.667978316;-74.051774835;281A00;C.C. La Cabrera;AC 85;AC 85 - Kr 11
4.668349316;-74.051213815;045A00;Br. La Cabrera;AK 11;AK 11 - Cl 85
4.673693365;-74.051837809;129A00;C.C. la 90;Cl 90;Cl 90 - AK 13A
4.671251332;-74.049301738;222A00;Parroquia la Inmaculada Concep;AK 11;AK 11 - Cl 88
4.672693347;-74.049852749;130A00;Br. El Chicó;Cl 90;Cl 90 - Kr 11A
4.672592340;-74.048636710;221A00;Seguros del Estado;Kr 11;AK 11 - Cl 90
4.667014271;-74.044333596;600A00;Cl 86 A;Kr  5;Kr 5 - Cl 86A
4.674013349;-74.047930680;044A00;Federación Odontológica Colomb;Kr 11;AK 11 - Cl 92
4.677369394;-74.051472779;309A00;C.C. Centro 93;AK 15;AK 15 - Cl 93
4.678398400;-74.050934757;310A00;Cámara de Comercio Cl 93;AK 15;AK 15 - Cl 93A
4.681286417;-74.049359691;311A00;Chicó Norte II Sector;AK 15;AK 15 - Cl 95
4.682260423;-74.048899671;312A00;Mafre Seguros;AK 15;AK 15 - Cl 97
4.676313363;-74.046803632;220A00;Cl 93A;Kr 11;AK 11 - Cl 93A
4.678067373;-74.045827591;219A00;Hotel Lloyds;Kr 11;AK 11 - Cl 94A
4.680470387;-74.044628540;218A00;Br. Chicó Norte II Sector;Kr 11;AK 11 - Cl 97A
4.667649275;-74.044021583;601A00;Br el Refugio;Tv  4A;Tv  4A - Kr 87
4.669168273;-74.040891473;603A00;Kr 4;Cl 91;Dg 91 - Kr 4
4.669187272;-74.040585463;602A00;Kr 4;Cl 91;Dg 91 - Kr 4
4.673921295;-74.037185329;352A01;Seminario mayor de San José;LA CALERA (Kr  7);Vía la Calera - Dg 97
4.682216394;-74.042924476;216A00;Universidad Militar Nueva Gran;AC 100;AC 100 - Kr 10
4.680889366;-74.039587374;162A01;Escuela de Infantería;AC 100;AC 100 - Kr 8 Bis A
4.680118351;-74.037807319;163A01;Escuela de Caballería II;AK 7;AK 7 - Cl 100
4.681271360;-74.037617307;164A01;IED General Santander;AK 7;AK 7 - Cl 101
4.664165139;-74.022040881;542A01;KR 11A Este;Kr  11A E;Kr 11A E - Cl 94A
4.666179148;-74.020341816;354A01;Kr 11 E;Kr  11 E;Kr 11 E - Cl 96
4.675448265;-74.028298031;359A01;CED Julio Antonio Galán;Vía la Calera;Cl 100 - Kr 3 E
4.675231263;-74.028157027;541A01;Bosques de Bella Vista;Vía la Calera;Cl 100 - Kr 3 E
4.666816165;-74.022768892;512A01;Dg 95;Dg 95;Dg 95 - Kr 6 E
4.668081172;-74.022063863;357A01;Br San Luis;Cl 96A;Cl 96A - Kr 6 E
4.670249187;-74.021230825;551A01;IED Campestre Monteverde;Kr 5C E;Kr 5C E - Dg 98
4.674074217;-74.020862795;355A01;Kr 4 E;Vía la Calera CL 103;Km 4,5 Vía la Calera
4.674190218;-74.020854794;365A01;Kr 4 E;Vía LA CALERA CL 103;Km 4,5 Vía la Calera
4.675383239;-74.023149863;364A01;Cl 103;Vía la Calera;Vía la Calera - Kr 2B E
4.683781453;-74.052221773;293A00;Pq Chicó Norte;AK19;AK19 - Cl 95
4.686736477;-74.052083754;293A01;AC 100;AK 19;AK 19 - Cl 100
4.686463473;-74.051739744;315A01;Br Santa Viviana Cl 100;AK 19;AK 19 - Cl 100
4.683649432;-74.048292645;094A00;Centro de Negocios Chicó Plaza;AK 15;AK 15 - Cl 98
4.684217432;-74.047152605;214A00;Br Chicó Norte  II Sector;AC 100;AC 100 - Kr 14
4.686009451;-74.047995624;294A01;AC 100;AK 15;AK 15 - AC 100
4.686484453;-74.047657610;277A01;Br Rincón del Chico;AK 15;AK 15 - Cl 101
4.683384416;-74.045318549;215A00;Colsanitas Cl 100;AC 100;AC 100 - Kr 11B
4.689874476;-74.046455555;295A01;Br. Santa Bibiana;AK 15;AK 15 - CL 105 A
4.689985475;-74.046034540;278A01;AC 106;AK 15;AK 15 - Cl 105A
4.691720516;-74.051238702;292A01;AC 106;AK19;AK 19 - Cl 104
4.691709513;-74.050822688;314A01;AC 106;AK 19;AK19 - Cl 105
4.694044534;-74.050864679;291A01;Br San Patricio;AK 19;AK 19 - Cl 106A
4.694688537;-74.050392660;313A01;Br San Patricio;AK 19;AK 19 - Cl 108
4.697450560;-74.050282643;290A01;AC 116;AK19;AK 19 - Cl 114
4.696922554;-74.049992636;312A01;AC 116;AK 19;AK 19 - Cl 114
4.691858486;-74.044958496;279A01;Br Molinos Norte;AK 15;AK 15 - Cl 106
4.692994494;-74.044612479;296A01;CL 110;AK 15;AK 15 - CL 110
4.683990375;-74.035916239;113A01;Cantón Norte;AK 7;AK 7 - Cl 104
4.684618381;-74.036072241;165A01;Escuela de Caballería;AK 7;AK 7 - Cl 106
4.694842505;-74.043631438;297A01;Cl 112;AK 15;AK 15 - CL 112
4.695513508;-74.043131418;280A01;Cl 112;AK 15;AK 15 - Cl 112
4.696841520;-74.043231415;298A01;AC 116;AK 15;AK 15 - CL 116
4.698874537;-74.043206405;299A01;Pquía. Santa Beatriz;AK 15;AK 15 - CL 119
4.698196529;-74.042772394;281A01;Cl 119;AK 15;AK 15 - Cl 118A
4.700734585;-74.049727609;289A01;Cl 118;AK19;AK 19 - Cl 118
4.700553582;-74.049379598;311A01;Br Santa Barbara Occidental;AK 19;AK 19 - Cl 120
4.706338638;-74.050812617;189A01;Clínica Reina Sofía;Av. Cl 127;AC 127 - Kr 20
4.705880634;-74.050726616;050A01;Clínica Reina Sofía;Cl 127;AC 127 - Kr 20
4.704264613;-74.049161573;288A01;AC 127;AK19;AK 19 - Cl 126
4.704043609;-74.048817563;310A01;AC 127;AK 19;AK 19 - Cl 123
4.705353615;-74.047702520;188A01;Pq Público la Calleja;Av. Cl 127;AC 127 - Kr 18B
4.704849609;-74.047403513;187A01;Pq Público la Calleja;AC 127;AC 127 - Kr 18A
4.704070586;-74.044151410;185A01;Hotel Estelar la Fontana;AC 127;AC 127 - Kr 15A
4.704630595;-74.045048437;186A01;Kr 16A;Av. Cl 127;AC 127 - Kr 16A
4.707915641;-74.048675539;031A01;CL 127A;AK 19;AK 19 - CL 127A
4.707878639;-74.048276527;032A01;Club el Country;AK 19;AK 19 - Cl 127A
4.712404677;-74.048094498;302A01;Br. La Calleja;AK19;AK19 - Cl 128B
4.712325674;-74.047732487;030A01;Club el Country;AK 19;AK 19 - CL 128B
4.701048555;-74.043030388;300A01;CL 122;AK 15;AK 15 - CL 122
