FECHA DE CORTE;NUMERO_LOCALIDAD;NOMBRE_LOCALIDAD;DANE12_ESTABLECIMIENTO_EDUCATIVO;NOMBRE_ESTABLECIMIENTO_EDUCATIVO;NIT;DANE12_SEDE_EDUCATIVA;NOMBRE_SEDE_EDUCATIVA;CONSECUTIVO;ORDEN DE SEDE;SECTOR;CLASE;NATURALEZA JURIDICA;ZONA;DIRECCION;BARRIO;TELEFONO;FAX;EMAIL;WEB;CODIGO POSTAL;CALENDARIO;GENERO;JORNADAS;NIVELES;GRADOS PREESCOLAR;GRADOS BASICA PRIMARIA;GRADOS BASICA SECUNDARIA;GRADOS MEDIA;MODELO PEDAGOGICO PREESCOLAR;MODELO PEDAGOGICO BASICA PRIMARIA;MODELO PEDAGOGICO BASICA SECUNDARIA;MODELO PEDAGOGICO MEDIA;CARACTER PARA LA MEDIA;ESPECIALIDAD PARA LA MEDIA;ENFASIS PARA EL CARACTER ACADEMICO DE LA MEDIA;DISCAPACIDAD POR CATEGORIA;TALENTOS O CAPACIDADES EXCEPCIONALES;GRUPOS ETNICOS;SITUACION DE CONFLICTO;BILINGUE;ESTRATO_GEO;No_UPZ;NOMBRE_UPZ;SECTOR_CENSAL;X;Y;RESOLUCIONES LICENCIA DE FUNCIONAMIENTO-INTEGRACION-OTRAS (DD-MM-AAAA)
JUNIO 30 - 2014;6;TUNJUELITO;311001076588;COLEGIO PSICOPEDAGOGICO PROCESOS CREATIVOS;;311001076588;COLEGIO PSICOPEDAGOGICO PROCESOS CREATIVOS;01;A;NO OFICIAL;PRIVADO;SOCIEDAD;URBANA;DG 51 A SUR # 25 - 47;ZZ-NO INFORMA;2705292;2044255;dianaparicia3402@yahoo.es;Z-NO INFORMA;110611;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;2;42;VENECIA;2407;93584,58;98120,32;Res_912_18-May-1992_ Inicio de Labores
JUNIO 30 - 2014;6;TUNJUELITO;311001077541;COLEGIO CARLOS V;9000081508;311001077541;COLEGIO CARLOS V;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 47 SUR # 24 - 42;ZZ-NO INFORMA;3017700140 -- 3012177525;2792054;colegiocarlosquinto@gmail.com;www.colegiocarlosquinto.edu.co;111811;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;COGNITIVA;;;;;3;42;VENECIA;2401;94413,04;97986,60;Res_1918_09-Jun-2000-LICENCIA DE FUNCIONAMIENTO
JUNIO 30 - 2014;6;TUNJUELITO;311001088608;LICEO SANTA BERNARDITA;41616949-8;311001088608;LICEO SANTA BERNARDITA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 54 # 52 - 56 SUR;VENECIA;2380310 -- 2045688;2045688;liceosanta@gmail.com -- ijvilla@hotmail.com;www.liceosantabernardita.edu.co;110611;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;OTRO ;OTRO;OTRO;ACADEMICO;ACADEMICA;Z-NO INFORMA;MOTORA;;AFROCOLOMBIANO;;;3;42;VENECIA;2403;92833,69;99174,93;Res_5745_7-Sep-2001_Licencia de Funcionamiento Ampliacion - Res_908_7-May-1992_Inicio de Labores - Res_1456_8-Abr-2005_Autoriza Nuava Sede - Res_2995_05-Jul-1994_Aprobacion de Estudios - 4847 21 NOV 2005 AMPLIACION DEL SERVICIO EDUCATIVO
JUNIO 30 - 2014;6;TUNJUELITO;311001089442;JARDIN INFANTIL EL CIEMPIES YEYE;51904634;311001089442;JARDIN INFANTIL EL CIEMPIES YEYE;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;DG 51 A BIS SUR # 57 - 34;ZZ-NO INFORMA;3009115;3009115;jardinyeye@hotmail.com;www.jardinyeye.es.tl;110611;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;42;VENECIA;2409;92285,68;99137,87;Res_2252_11-Agos-2003_Licencia de Funcionamiento Ratifica - 
JUNIO 30 - 2014;6;TUNJUELITO;311001089884;LICEO PEDAGOGICO MONTFORTIANO;19483468-4;311001089884;LICEO PEDAGOGICO MONTFORTIANO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 53 B # 47 - 12 SUR;VENECIA;2300299 -- 2049693;2300299;lu_me_re@hotmail.com;www.liceomontfortiano.edu.co;110841;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;AUTISMO;;;;;3;42;VENECIA;2404;92989,84;99686,91;Res_060057_23_Nov-2012_Adopcion Regimen - 7473 19 NOV 1998 RECONOCIMIENTO OFICIAL Y AUTORIZA OTORGAR TITULO DE BACHILER
JUNIO 30 - 2014;6;TUNJUELITO;311001091374;COLEGIO PSICOPEDAGOGICO ARNOLD GESELL;518512802;311001091374;COLEGIO PSICOPEDAGOGICO ARNOLD GESELL;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 50 B SUR # 34 - 50;ZZ-NO INFORMA;7574929;2040369;colpsicoarnolg@hotmail.com -- colgeselistas@hotmail.com;Z-NO INFORMA;110611;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;AUDITIVA-VISUAL-COGNITIVA-AUTISMO-MULTIPLE;;;;;2;42;VENECIA;2408;93468,43;98834,37;
JUNIO 30 - 2014;6;TUNJUELITO;311001092788;LICEO PSICOPEDAGOGICO EL TEOREMA DE APRENDER;830039197;311001092788;LICEO PSICOPEDAGOGICO EL TEOREMA DE APRENDER;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 14 # 54 - 61 SUR;ZZ-NO INFORMA;5677821 -- 3115698914;5677821;licteoremaluz@hotmail.com;Z-NO INFORMA;110621;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA;-1,0;1,2,3,4,5;6,7,8,9;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;2;62;TUNJUELITO;2508;94429,72;96129,69;Res_1335_11-Feb_2007_Inicio de labores - Res_2233_31-Jul-2002_Licencia de Funcionamiento Ampliacion - Res_3297_10-Nov-2003_Licencia de Funcionamiento Ampliacion
JUNIO 30 - 2014;6;TUNJUELITO;311001095256;COLEGIO POMBOLANDIA TUNJUELITO;153583133089;311001095256;COLEGIO POMBOLANDIA TUNJUELITO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 9 A # 52 - 29 SUR;ZZ-NO INFORMA;5681451 -- 3214624912 -- 3133348065;Z-NO INFORMA;meyboll-d3@hotmail.com;Z-NO INFORMA;110621;A;MIXTO;MAÑANA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;AUDITIVA-OTRA;;;;;2;62;TUNJUELITO;2507;94933,40;95707,79;
JUNIO 30 - 2014;6;TUNJUELITO;311001097178;COLEGIO PASTORCITOS DE FATIMA;;311001097178;COLEGIO PASTORCITOS DE FATIMA;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 50 A SUR # 35 - 29;ZZ-NO INFORMA;2703933 -- 3133988487 -- 3132291133;2703933;colegiopastorcitosdefatima@yahoo.es;Z-NO INFORMA;110611;A;MIXTO;MAÑANA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;AUDITIVA;;;;;2;42;VENECIA;2408;93500,35;98950,40;Res_198_21-Ene-2003_LICENCIA DE FUNCIONAMIENTO - 4958 24 NOV 2005 AMPLIACION DEL SERVICIO EDUCATIVO
JUNIO 30 - 2014;6;TUNJUELITO;311001098361;JARDIN INFANTIL MUNDO FANTASTICO;400219751;311001098361;JARDIN INFANTIL MUNDO FANTASTICO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;DG 49 A SUR # 25 - 66;EL CARMEN;2702686;Z-NO INFORMA;dicafave@gmail.com;Z-NO INFORMA;110611;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;2;42;VENECIA;2407;93820,51;98196,59;Res_4902_12-Jul-2001_Licencia de Funcionamiento - Res_004858_000000_Inicio de Labores - 
JUNIO 30 - 2014;6;TUNJUELITO;311001099162;LICEO INFANTIL MI NUEVO MUNDO ENCANTADO;397936099;311001099162;LICEO INFANTIL MI NUEVO MUNDO ENCANTADO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;AV BOYACA # 51 A - 50 SUR;ZZ-NO INFORMA;2705180;2705180;liencantado@gmail.com;www.minuevomundoencantado.com;110611;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;COGNITIVA;;;;;3;42;VENECIA;2403;92525,49;99286,06;Res_2742_18-Sep-2003_Licencia de Funcionamiento - 
JUNIO 30 - 2014;6;TUNJUELITO;311001099197;JARDIN INFANTIL MIS PEQUEÑOS TIMPANITOS;;311001099197;JARDIN INFANTIL MIS PEQUEÑOS TIMPANITOS;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;DG 49 SUR # 57 - 37;ZZ-NO INFORMA;2385226 -- 4709677;Z-NO INFORMA;timpanitos@hotmail.com -- ftmaggy_17@hotmail.com;Z-NO INFORMA;110611;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;42;VENECIA;2409;92175,21;99450,45;Res_618_26-Feb-2004_Licencia de Funcionamiento - 
JUNIO 30 - 2014;6;TUNJUELITO;311001099219;JARDIN INFANTIL MANITAS CREATIVAS ALEGRES;633924709;311001099219;JARDIN INFANTIL MANITAS CREATIVAS ALEGRES;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;DG 45 SUR # 54 A - 40;VENECIA;5637521 -- 7248004;Z-NO INFORMA;osoriocontabilidad@yahoo.es;Z-NO INFORMA;110611;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;42;VENECIA;2403;92852,72;99837,49;Res_2473_23-Agos-2002_Licencia de Funcionamiento
JUNIO 30 - 2014;6;TUNJUELITO;311001099227;LICEO INTEGRAL SAN CARLOS;;311001099227;LICEO INTEGRAL SAN CARLOS;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 17 # 52 - 83 SUR;ZZ-NO INFORMA;7606560 -- 3206113145;Z-NO INFORMA;liceointegralsancarlos@yahoo.es;Z-NO INFORMA;110621;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;Z-NO INFORMA;Z-NO INFORMA;ZZ-NO INFORMA;Z-NO INFORMA;;;RES 3691 (06-09-2005) LIC DE FUNCIONAMIENTO - 06-0002 25 ENE 2011 ADOPCION REGIMEN CONTROLADO
JUNIO 30 - 2014;6;TUNJUELITO;311001101809;LICEO INFANTIL GARABATICOS;298090959;311001101809;LICEO INFANTIL GARABATICOS;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 52 A SUR # 24 C - 41;TUNAL;8078312;Z-NO INFORMA;liceogarabaticos@hotmail.es;www.liceogarabaticos.com;110621;A;MIXTO;MAÑANA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;3;42;VENECIA;2411;93522,09;97935,62;Res_1527_14-May-2002_Licencia de Funcionamiento - 
JUNIO 30 - 2014;6;TUNJUELITO;311001101825;INSTITUTO BILINGUE DEL SUR;;311001101825;INSTITUTO BILINGUE DEL SUR;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 54 A SUR # 27 - 39;ZZ-NO INFORMA;2041225;Z-NO INFORMA;insbilinguedelsur@hotmail.com;Z-NO INFORMA;110611;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA;-2,-1,0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;2;42;VENECIA;2402;93156,77;98019,82;Res_1535_15-May-2002_LICENCIA DE FUNCIONAMIENTO - Res_0058_13-Agos-2009_AMPLIACION SERVICIO EDUCATIVO - 
JUNIO 30 - 2014;6;TUNJUELITO;311001101833;JARDIN INFANTIL CARRUSEL DE COLEGIOORES;311001101833;311001101833;JARDIN INFANTIL CARRUSEL DE COLEGIOORES;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 19 # 52 - 41 SUR;SAN CARLOS;7608723 -- 2796699;Z-NO INFORMA;carrucolrcr@hotmail.com;Z-NO INFORMA;110621;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;2;62;TUNJUELITO;2501;94161,30;96903,47;
JUNIO 30 - 2014;6;TUNJUELITO;311001102031;INSTITUTO PEDAGOGICO FUENTECITA DEL SABER;;311001102031;INSTITUTO PEDAGOGICO FUENTECITA DEL SABER;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;KR 18 C # 52 - 55 SUR;SAN CARLOS;7694068 -- 2055257;Z-NO INFORMA;fuentecitadelsaber@gmail.com -- luzmerygp@hotmail.com;http://tatalin8.wix.com/fuentecitadelsaber;110621;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;;;;2;62;TUNJUELITO;2501;94193,01;96854,41;Res_1396_12-May-2003_LICENCIA DE FUNCIONAMIENTO
JUNIO 30 - 2014;6;TUNJUELITO;311001104760;COLEGIO ITEC;8300970767;311001104760;COLEGIO ITEC;01;A;NO OFICIAL;PRIVADO;SOCIEDAD;URBANA;DG 44 SUR (AUTO SUR) # 53 A - 09;ZZ-NO INFORMA;2384143;Z-NO INFORMA;colegioitec@hotmail.com;Z-NO INFORMA;110611;OTRO;FEMENINO-MIXTO;MAÑANA-NOCTURNA-FINDESEMANA;BASICA SECUNDARIA-MEDIA;;;CICLO3-CICLO4;CICLO5-CICLO6;;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;42;VENECIA;2404;93137,49;99848,64;RES 707 5 MAR 2003 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;6;TUNJUELITO;311001104778;COLEGIO INCADE;90000720382;311001104778;COLEGIO INCADE;01;A;NO OFICIAL;PRIVADO;SOCIEDAD;URBANA;AUTO SUR # 49 - 51;VENECIA;7242692 -- 7242677 -- 7242763;7242692;incadevenecia@yahoo.com -- karoolabu@hotmail.com -- moraleselizabeth2006@hotmail.com;www.colegioincade.edu.co;110841;A;MIXTO;MAÑANA-NOCTURNA-FINDESEMANA;BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;;CICLO2;CICLO3-CICLO4;CICLO5-CICLO6;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;42;VENECIA;2404;93518,94;99771,23;RES 07-0636 (14-FEB-2013) BOSA - Res_8664_29-Nov-2001_RECONOCIMIENTO OFICIAL - 2893 19 SEP 2002 AUTORIZA COSTOS - 7473 19 NOV 1998 RECONOCIMIENTO OFICIAL Y AUTORIZA OTORGAR TITULO DE BACHILER - 8586 4 DIC 1987 RECONOCE ESTUDIOS - 
JUNIO 30 - 2014;6;TUNJUELITO;311001104786;COLEGIO BRITANICO SEDE TUNJUELITO;8300433784;311001104786;COLEGIO BRITANICO SEDE TUNJUELITO;01;A;NO OFICIAL;PRIVADO;SOCIEDAD;URBANA;AUTO SUR # 50 - 29;VENECIA;7111901;Z-NO INFORMA;rectoriacolegio@institutobritanico.edu.co;www.institutobritanico.edu.co;110611;OTRO;MIXTO;MAÑANA-NOCTURNA-FINDESEMANA;BASICA SECUNDARIA-MEDIA;;;CICLO3-CICLO4;CICLO5-CICLO6;;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;42;VENECIA;2404;93403,84;99787,12;RES 3585 11 NOV 1999 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;6;TUNJUELITO;311001108510;JARDIN INFANTIL CONSTRUYENDO CON GEPETTO;36303316;311001108510;JARDIN INFANTIL CONSTRUYENDO CON GEPETTO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;CL 55 A SUR # 34 - 24;ZZ-NO INFORMA;2044687 -- 2047401;Z-NO INFORMA;construgepetto@yahoo.es;www.jardingepetto.com;110611;A;MIXTO;COMPLETA;PREESCOLAR;-2,-1,0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;MOTORA;;;;;2;42;VENECIA;2402;92799,55;98564,17;RES 4657 21 NOV 2007 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;6;TUNJUELITO;311001108706;CENTRO EDUCATIVO SURAMERICANO;900265439-1;311001108706;CENTRO EDUCATIVO SURAMERICANO;01;A;NO OFICIAL;PRIVADO;PERSONA NATURAL;URBANA;AV BOYACA # 49 - 40 SUR;VENECIA;5638858;7284016;centroedusuramericano@yahoo.es;Z-NO INFORMA;110611;A;MIXTO;MAÑANA-FINDESEMANA;BASICA SECUNDARIA-MEDIA;;;CICLO3-CICLO4;CICLO5-CICLO6;;;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;ACADEMICO;ACADEMICA;Z-NO INFORMA;;;;;;3;42;VENECIA;2404;93018,87;99870,45;RES 2522 11 jul 2008 LIC DE FUNCIONAMIENTO
JUNIO 30 - 2014;6;TUNJUELITO;311102000531;COLEGIO DE LA PRESENTACION DE FATIMA;8600628461;311102000531;COLEGIO DE LA PRESENTACION DE FATIMA;01;A;NO OFICIAL;PRIVADO;COMUNIDAD RELIGIOSA;URBANA;CL 52 A SUR # 35 - 73;ZZ-NO INFORMA;7134334;7134334;colpresentacionfatima@hotmail.com -- coprefarectoria@yahoo.com;www.colpresentacionfatima.com;110611;A;MIXTO;COMPLETA;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;-2,-1,0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;TECNICO;OTRA;Z-NO APLICA;;;;;;2;42;VENECIA;2408;93229,69;98805,77;RES 7473 19 NOV 1998 RECONOCIMIENTO OFICIAL Y AUTORIZA OTORGAR TITULO DE BACHILER
JUNIO 30 - 2014;7;BOSA;111001002909;COLEGIO CARLOS ALBAN HOLGUIN (IED);;111001002909;CARLOS ALBAN HOLGUIN;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 72 SUR # 79 D - 33;EL RETAZO;7752059 -- 7775671;7752059;cedcarlosalbanhol7@redp.edu.co;Z-NO INFORMA;110741;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA-BASICA SECUNDARIA-MEDIA;0;1,2,3,4,5;6,7,8,9;10,11;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;EDUCACION TRADICIONAL;ACADEMICO;ACADEMICA;Z-NO INFORMA;VISUAL-COGNITIVA;;INDIGENA-AFROCOLOMBIANO;DESPLAZADO;;2;85;BOSA CENTRAL;4528;86712,73;101076,25;RES 2953 14 SEP 2011 AUTORIZA LAS CONDICIONES ADMINISTRATIVAS Y ACADEMICAS - 7453 13 NOV 1998 RECONOCE OFICIALMENTE Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER - 8879 (07-12-2001)RECONOCIMIENNTO OFICIAL RATIFICA -3885 29 NOV 2002 ADOPCION NOMBRE
JUNIO 30 - 2014;7;BOSA;111001002909;COLEGIO CARLOS ALBAN HOLGUIN (IED);;111102000788;JOSE MARIA CARBONELL;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;DG 71 C BIS A SUR # 77 G - 15;JOSE MARIA CARBONEL;7774692;Z-NO INFORMA;cedcarlosalbanhol7@redp.edu.co;Z-NO INFORMA;110741;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;AFROCOLOMBIANO;;;2;85;BOSA CENTRAL;4527;86661,21;100379,25;RES 8879 (07-12-2001)
JUNIO 30 - 2014;7;BOSA;111001002909;COLEGIO CARLOS ALBAN HOLGUIN (IED);;211102000642;SAN JOSE;03;C;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 80 K # 85 A - 33 SUR;EL JARDIN;7774692 -- 7764693;Z-NO INFORMA;cedcarlosalbanhol7@redp.edu.co;Z-NO INFORMA;110731;A;MIXTO;MAÑANA-TARDE;PREESCOLAR-BASICA PRIMARIA;0;1,2,3,4,5;;;PREESCOLAR ESCOLARIZADO;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;INDIGENA-AFROCOLOMBIANO;DESPLAZADO-HIJO DESMOVILIZADO;;2;85;BOSA CENTRAL;4528;85327,74;101960,82;RES 8879 (07-12-2001)
JUNIO 30 - 2014;7;BOSA;111001010031;COLEGIO CEDID SAN PABLO (IED);;111001010031;SAN PABLO BOSA;01;A;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 77 L # 65 J - 73 SUR;LA ESTACION BOSA;7751161 -- 7757545 -- 7757545 -- 7765276;7765276;cedidsanpablobosa7@redp.edu.co;Z-NO INFORMA;110741;A;MIXTO;MAÑANA-TARDE-NOCTURNA;BASICA SECUNDARIA-MEDIA;;;6,7,8,9,CICLO3-CICLO4;10,11,CICLO5-CICLO6;;;EDUCACION TRADICIONAL-EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;EDUCACION TRADICIONAL-EDUCACION PARA JOVENES EN EXTRAEDAD Y ADULTOS;TECNICO;COMERCIAL-INDUSTRIAL-OTRA;Z-NO APLICA;;;AFROCOLOMBIANO;;;2;85;BOSA CENTRAL;4521;87798,43;100393,53;RES 3298 (11-10-2002) -INTEGRACION - 7453 13 NOV 1998 RECONOCE OFICIALMENTE Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER -1681 13 JUN 2003 ACLARATORIA NOMBRE - 2006 24 JUL 1999 LIC DE FUNCIONAMIENTO - 730 25 MAR 2009AUTORIZA INCORPORAR COL DIST AL PROG EXP DE ARTICULACION - ACUERDO 15 DE 1989 CREA UNOS PLANTELES EDUC DIST
JUNIO 30 - 2014;7;BOSA;111001010031;COLEGIO CEDID SAN PABLO (IED);;111102000567;NUEVA GRANADA;03;C;OFICIAL;DISTRITAL;OFICIAL;URBANA;CL 70 BIS SUR # 77 L - 05;NUEVA GRANADA BOSA;7751099;7765276;cedidsanpablobosa7@redp.edu.co;Z-NO INFORMA;110741;A;MIXTO;MAÑANA-TARDE;PREESCOLAR;0;;;;PREESCOLAR ESCOLARIZADO;;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;;;AFROCOLOMBIANO;;;2;85;BOSA CENTRAL;4527;87273,52;100525,85;RES 3298 (11-10-2002) -INTEGRACION - 7453 13 NOV 1998 RECONOCE OFICIALMENTE Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER -1681 13 JUN 2003 ACLARATORIA NOMBRE
JUNIO 30 - 2014;7;BOSA;111001010031;COLEGIO CEDID SAN PABLO (IED);;111102000699;LA AMISTAD;02;B;OFICIAL;DISTRITAL;OFICIAL;URBANA;KR 79 A # 65 - 75 SUR;LA ESTACION BOSA;7752036;7765276;cedidsanpablobosa7@redp.edu.co;Z-NO INFORMA;110741;A;MIXTO;MAÑANA-TARDE;BASICA PRIMARIA;;1,2,3,4,5;;;;EDUCACION TRADICIONAL;;;Z-NO APLICA;Z-NO APLICA;Z-NO APLICA;MOTORA;;AFROCOLOMBIANO;;;2;85;BOSA CENTRAL;4521;87832,78;100442,94;RES 3298 (11-10-2002) -INTEGRACION - 7453 13 NOV 1998 RECONOCE OFICIALMENTE Y AUTORIZA PARA OTORGAR TITULO DE BACHILLER
